,Collected,Exp_type,Exp_ID,Exp_FTP,Pltf_ID,Pltf_FTP,Sample_desc,Exp_desc,Sample_ID,Sample_FTP,Sample_ORG,Sample_acc,Source,Sample_class
GSM422065,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosSTKO_24_hour_Gaspak_rep2," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422065,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422065,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis CDC1551,dnf,"ΔdosS/T, 24 hours gaspak treatment (channel 1) wild type, 24 hours gaspak treatment (channel 2)",DRonA classified non-viable
GSM422067,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosSKO_log_1_hour_NO_rep1," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422067,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422067,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis CDC1551,dnf,"ΔdosS, log 1 hour NO treatment (channel 1) wild type, log 1 hour NO treatment (channel 2)",DRonA classified non-viable
GSM422038,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosSKO_RAD_day6_rep1," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422038,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422038,Mycobacterium tuberculosis CDC1551; Mycobacterium tuberculosis H37Rv,dnf,"ΔdosS, anaerobic dormancy model day 6 (channel 1) wild type, anaerobic dormancy model day 6 (channel 2)",DRonA classified non-viable
GSM422040,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosSKO_RAD_day6_rep3," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422040,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422040,Mycobacterium tuberculosis CDC1551; Mycobacterium tuberculosis H37Rv,dnf,"ΔdosS, anaerobic dormancy model day 6 (channel 1) wild type, anaerobic dormancy model day 6 (channel 2)",DRonA classified non-viable
GSM422058,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosTKO_24_hour_Gaspak_rep1," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422058,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422058,Mycobacterium tuberculosis CDC1551; Mycobacterium tuberculosis H37Rv,dnf,"ΔdosT, 24 hours gaspak treatment (channel 1) wild type, 24 hours gaspak treatment (channel 2)",DRonA classified non-viable
GSM422057,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosSTKO_4_hour_Gaspak_rep3," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422057,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422057,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis CDC1551,dnf,"ΔdosS/T, 4 hours gaspak treatment (channel 1) wild type, 4 hours gaspak treatment (channel 2)",DRonA classified non-viable
GSM422056,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosSTKO_4_hour_Gaspak_rep2," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422056,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422056,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis CDC1551,dnf,"ΔdosS/T, 4 hours gaspak treatment (channel 1) wild type, 4 hours gaspak treatment (channel 2)",DRonA classified non-viable
GSM422051,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosTKO_4_hour_Gaspak_rep2," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422051,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422051,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis CDC1551,dnf,"ΔdosT, 4 hours gaspak treatment (channel 1) wild type, 4 hours gaspak treatment (channel 2)",DRonA classified non-viable
GSM422053,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosSKO_4_hour_Gaspak_rep1," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422053,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422053,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis CDC1551,dnf,"ΔdosS, 4 hours gaspak treatment (channel 1) wild type, 4 hours gaspak treatment (channel 2)",DRonA classified non-viable
GSM422055,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosSTKO_4_hour_Gaspak_rep1," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422055,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422055,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis CDC1551,dnf,"ΔdosS/T, 4 hours gaspak treatment (channel 1) wild type, 4 hours gaspak treatment (channel 2)",DRonA classified non-viable
GSM422060,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosTKO_24_hour_Gaspak_rep3," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422060,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422060,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis CDC1551,dnf,"ΔdosT, 24 hours gaspak treatment (channel 1) wild type, 24 hours gaspak treatment (channel 2)",DRonA classified non-viable
GSM422059,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosTKO_24_hour_Gaspak_rep2," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422059,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422059,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis CDC1551,dnf,"ΔdosT, 24 hours gaspak treatment (channel 1) wild type, 24 hours gaspak treatment (channel 2)",DRonA classified non-viable
GSM422052,Y,Expression profiling by array,GSE16811,ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16811,GPL8768,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8768, dosTKO_4_hour_Gaspak_rep3," The unique roles of DosT and DosS in DosR regulon induction and Mycobacterium tuberculosis dormancy
(Submitter supplied) In Mycobacterium tuberculosis, the sensor kinases DosT and DosS activate the transcriptional regulator DosR, resulting in the induction of the DosR regulon, important for anaerobic survival and perhaps latent infection. The individual and collective roles of these sensors has been postulated biochemically, but their roles have remained unclear in vivo. This work demonstrates distinct and additive roles for each sensor during anaerobic dormancy. more...",GSM422052,ftp.ncbi.nlm.nih.gov/geo/samples/GSM422nnn/GSM422052,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis CDC1551,dnf,"ΔdosT, 4 hours gaspak treatment (channel 1) wild type, 4 hours gaspak treatment (channel 2)",DRonA classified non-viable
GSM431501,Y,Expression profiling by array,GSE17232,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17232,GPL8893,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8893, Mtb isolate 3 versus isolate 20," Genomic comparison of M. tuberculosis PDIM spontaneous mutants
(Submitter supplied) Genomic comparisons among PDIM positive and negative isolates. Standard in vitro exponential phase cultures of M. tuberculosis H37Rv ATCC27294 were plated on 7H11 plates. Individual colonies were sub-cultured in 7H9 broth and metabolically labeled with [14C] propionic acid. The apolar lipid fraction was then extracted from those cultures and assayed for PDIM (phthiocerol dimycocerosate) content via TLC. more...",GSM431501,ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431501,Mycobacterium tuberculosis,dnf,Mtb PDIM negative isolate 3 (channel 1) Mtb PDIM positive isolate 20 (channel 2),DRonA classified non-viable
GSM431500,Y,Expression profiling by array,GSE17232,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17232,GPL8893,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8893, Mtb isolate 20 versus isolate 3," Genomic comparison of M. tuberculosis PDIM spontaneous mutants
(Submitter supplied) Genomic comparisons among PDIM positive and negative isolates. Standard in vitro exponential phase cultures of M. tuberculosis H37Rv ATCC27294 were plated on 7H11 plates. Individual colonies were sub-cultured in 7H9 broth and metabolically labeled with [14C] propionic acid. The apolar lipid fraction was then extracted from those cultures and assayed for PDIM (phthiocerol dimycocerosate) content via TLC. more...",GSM431500,ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431500,Mycobacterium tuberculosis,dnf,Mtb PDIM positive isolate 20 (channel 1) Mtb PDIM negative isolate 3 (channel 2),DRonA classified non-viable
GSM431499,Y,Expression profiling by array,GSE17232,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17232,GPL8893,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8893, Mtb isolate 4 versus isolate 8," Genomic comparison of M. tuberculosis PDIM spontaneous mutants
(Submitter supplied) Genomic comparisons among PDIM positive and negative isolates. Standard in vitro exponential phase cultures of M. tuberculosis H37Rv ATCC27294 were plated on 7H11 plates. Individual colonies were sub-cultured in 7H9 broth and metabolically labeled with [14C] propionic acid. The apolar lipid fraction was then extracted from those cultures and assayed for PDIM (phthiocerol dimycocerosate) content via TLC. more...",GSM431499,ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431499,Mycobacterium tuberculosis,dnf,Mtb PDIM negative isolate 4 (channel 1) Mtb PDIM positive isolate 8 (channel 2),DRonA classified non-viable
GSM431498,Y,Expression profiling by array,GSE17232,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17232,GPL8893,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8893, Mtb isolate 8 versus isolate 4," Genomic comparison of M. tuberculosis PDIM spontaneous mutants
(Submitter supplied) Genomic comparisons among PDIM positive and negative isolates. Standard in vitro exponential phase cultures of M. tuberculosis H37Rv ATCC27294 were plated on 7H11 plates. Individual colonies were sub-cultured in 7H9 broth and metabolically labeled with [14C] propionic acid. The apolar lipid fraction was then extracted from those cultures and assayed for PDIM (phthiocerol dimycocerosate) content via TLC. more...",GSM431498,ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431498,Mycobacterium tuberculosis,dnf,Mtb PDIM positive isolate 8 (channel 1) Mtb PDIM negative isolate 4 (channel 2),DRonA classified non-viable
GSM431509,Y,Expression profiling by array,GSE17234,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17234,GPL8893,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8893, Mtb isolate 9 versus isolate 8," Transcriptional profile comparison of M. tuberculosis PDIM spontaneous mutants
(Submitter supplied) Transcriptional profile comparison among PDIM positive and negative isolates. Standard in vitro exponential phase cultures of M. tuberculosis H37Rv ATCC27294 were plated on 7H11 plates. Individual colonies were sub-cultured in 7H9 broth and metabolically labeled with [14C] propionic acid. The apolar lipid fraction was then extracted from those cultures and assayed for PDIM (phthiocerol dimycocerosate) content via TLC. more...",GSM431509,ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431509,Mycobacterium tuberculosis,dnf,Mtb PDIM positive isolate 9 (channel 1) Mtb PDIM positive isolate 8 (channel 2),DRonA classified non-viable
GSM431508,Y,Expression profiling by array,GSE17234,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17234,GPL8893,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8893, Mtb isolate 8 versus isolate 9," Transcriptional profile comparison of M. tuberculosis PDIM spontaneous mutants
(Submitter supplied) Transcriptional profile comparison among PDIM positive and negative isolates. Standard in vitro exponential phase cultures of M. tuberculosis H37Rv ATCC27294 were plated on 7H11 plates. Individual colonies were sub-cultured in 7H9 broth and metabolically labeled with [14C] propionic acid. The apolar lipid fraction was then extracted from those cultures and assayed for PDIM (phthiocerol dimycocerosate) content via TLC. more...",GSM431508,ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431508,Mycobacterium tuberculosis,dnf,Mtb PDIM positive isolate 8 (channel 1) Mtb PDIM negative isolate 9 (channel 2),DRonA classified non-viable
GSM431513,Y,Expression profiling by array,GSE17234,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17234,GPL8893,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8893, Mtb isolate 10 versus isolate 8 rep_2," Transcriptional profile comparison of M. tuberculosis PDIM spontaneous mutants
(Submitter supplied) Transcriptional profile comparison among PDIM positive and negative isolates. Standard in vitro exponential phase cultures of M. tuberculosis H37Rv ATCC27294 were plated on 7H11 plates. Individual colonies were sub-cultured in 7H9 broth and metabolically labeled with [14C] propionic acid. The apolar lipid fraction was then extracted from those cultures and assayed for PDIM (phthiocerol dimycocerosate) content via TLC. more...",GSM431513,ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431513,Mycobacterium tuberculosis,dnf,Mtb PDIM positive isolate 10 (channel 1) Mtb PDIM positive isolate 8 (channel 2),DRonA classified non-viable
GSM431510,Y,Expression profiling by array,GSE17234,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17234,GPL8893,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8893, Mtb isolate 8 versus isolate 10," Transcriptional profile comparison of M. tuberculosis PDIM spontaneous mutants
(Submitter supplied) Transcriptional profile comparison among PDIM positive and negative isolates. Standard in vitro exponential phase cultures of M. tuberculosis H37Rv ATCC27294 were plated on 7H11 plates. Individual colonies were sub-cultured in 7H9 broth and metabolically labeled with [14C] propionic acid. The apolar lipid fraction was then extracted from those cultures and assayed for PDIM (phthiocerol dimycocerosate) content via TLC. more...",GSM431510,ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431510,Mycobacterium tuberculosis,dnf,Mtb PDIM positive isolate 8 (channel 1) Mtb PDIM negative isolate 10 (channel 2),DRonA classified non-viable
GSM431511,Y,Expression profiling by array,GSE17234,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17234,GPL8893,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8893, Mtb isolate 10 versus isolate 8," Transcriptional profile comparison of M. tuberculosis PDIM spontaneous mutants
(Submitter supplied) Transcriptional profile comparison among PDIM positive and negative isolates. Standard in vitro exponential phase cultures of M. tuberculosis H37Rv ATCC27294 were plated on 7H11 plates. Individual colonies were sub-cultured in 7H9 broth and metabolically labeled with [14C] propionic acid. The apolar lipid fraction was then extracted from those cultures and assayed for PDIM (phthiocerol dimycocerosate) content via TLC. more...",GSM431511,ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431511,Mycobacterium tuberculosis,dnf,Mtb PDIM positive isolate 10 (channel 1) Mtb PDIM positive isolate 8 (channel 2),DRonA classified non-viable
GSM431512,Y,Expression profiling by array,GSE17234,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17234,GPL8893,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8893, Mtb isolate 8 versus isolate 10 rep_2," Transcriptional profile comparison of M. tuberculosis PDIM spontaneous mutants
(Submitter supplied) Transcriptional profile comparison among PDIM positive and negative isolates. Standard in vitro exponential phase cultures of M. tuberculosis H37Rv ATCC27294 were plated on 7H11 plates. Individual colonies were sub-cultured in 7H9 broth and metabolically labeled with [14C] propionic acid. The apolar lipid fraction was then extracted from those cultures and assayed for PDIM (phthiocerol dimycocerosate) content via TLC. more...",GSM431512,ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431512,Mycobacterium tuberculosis,dnf,Mtb PDIM positive isolate 8 (channel 1) Mtb PDIM negative isolate 10 (channel 2),DRonA classified non-viable
GSM434759,Y,Expression profiling by array,GSE17424,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17424,GPL8951,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8951, H37Rv 48h 50uM vs. H37Rv 48h control FS T7," Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen
(Submitter supplied) Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen.",GSM434759,dnf,Mycobacterium tuberculosis H37Rv,dnf,H37Rv 48h 50uM compound 14 (channel 1) H37Rv 48h unstimulated control (channel 2),DRonA classified non-viable
GSM434764,Y,Expression profiling by array,GSE17424,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17424,GPL8951,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8951, H37Rv 48h 50uM vs. H37Rv 48h control WTA Klenow indirect," Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen
(Submitter supplied) Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen.",GSM434764,dnf,Mycobacterium tuberculosis H37Rv,dnf,H37Rv 48h 50uM compound 14 (channel 1) H37Rv 48h unstimulated control (channel 2),DRonA classified non-viable
GSM434765,Y,Expression profiling by array,GSE17424,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17424,GPL8951,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8951, H37Rv 48h control vs. H37Rv 48h 50uM WTA Klenow indirect," Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen
(Submitter supplied) Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen.",GSM434765,dnf,Mycobacterium tuberculosis H37Rv,dnf,H37Rv 48h unstimulated control (channel 1) H37Rv 48h 50uM compound 14 (channel 2),DRonA classified non-viable
GSM434766,Y,Expression profiling by array,GSE17424,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17424,GPL8951,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8951, H37Rv 48h 100uM vs. H37Rv 48h control WTA Bioprime indirect," Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen
(Submitter supplied) Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen.",GSM434766,dnf,Mycobacterium tuberculosis H37Rv,dnf,H37Rv 48h 100uM compound 14 (channel 1) H37Rv 48h unstimulated control (channel 2),DRonA classified non-viable
GSM434767,Y,Expression profiling by array,GSE17424,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17424,GPL8951,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8951, H37Rv 48h control vs. H37Rv 48h 100uM WTA Bioprime indirect," Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen
(Submitter supplied) Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen.",GSM434767,dnf,Mycobacterium tuberculosis H37Rv,dnf,H37Rv 48h unstimulated control (channel 1) H37Rv 48h 100uM compound 14 (channel 2),DRonA classified non-viable
GSM434760,Y,Expression profiling by array,GSE17424,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17424,GPL8951,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8951, H37Rv 48h control vs. H37Rv 48h 50uM FS T7," Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen
(Submitter supplied) Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen.",GSM434760,dnf,Mycobacterium tuberculosis H37Rv,dnf,H37Rv 48h unstimulated control (channel 1) H37Rv 48h 50uM compound 14 (channel 2),DRonA classified non-viable
GSM434761,Y,Expression profiling by array,GSE17424,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17424,GPL8951,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8951, H37Rv 48h 100uM vs. H37Rv 48h control FS T7," Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen
(Submitter supplied) Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen.",GSM434761,dnf,Mycobacterium tuberculosis H37Rv,dnf,H37Rv 48h 100uM compound 14 (channel 1) H37Rv 48h unstimulated control (channel 2),DRonA classified non-viable
GSM434763,Y,Expression profiling by array,GSE17424,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17424,GPL8951,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8951, H37Rv 48h control vs. H37Rv 48h 100uM FS T7," Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen
(Submitter supplied) Cellular active small molecule inhibitors of Mycobacterium tuberculosis by NMR fragment screen.",GSM434763,dnf,Mycobacterium tuberculosis H37Rv,dnf,H37Rv 48h unstimulated control (channel 1) H37Rv 48h 100uM compound 14 (channel 2),DRonA classified non-viable
GSM438221,Y,Expression profiling by array,GSE17587,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17587,GPL5774,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL5nnn/GPL5774, Replicate 1," M. tuberculosis transcriptional profile of delta pepD strain vs wild-type strain
(Submitter supplied) pepD is regulated by a 2CS, MprAB, and impacts upon the regulation of sigE, an important M.tb sigma factor.  Here we examine the global impact of gene regulation in a delta pepD mutant strain.",GSM438221,ftp.ncbi.nlm.nih.gov/geo/samples/GSM438nnn/GSM438221,Mycobacterium tuberculosis,dnf,wild-type (channel 1) mutant (channel 2),DRonA classified non-viable
GSM438225,Y,Expression profiling by array,GSE17587,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17587,GPL5774,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL5nnn/GPL5774, Replicate 3," M. tuberculosis transcriptional profile of delta pepD strain vs wild-type strain
(Submitter supplied) pepD is regulated by a 2CS, MprAB, and impacts upon the regulation of sigE, an important M.tb sigma factor.  Here we examine the global impact of gene regulation in a delta pepD mutant strain.",GSM438225,ftp.ncbi.nlm.nih.gov/geo/samples/GSM438nnn/GSM438225,Mycobacterium tuberculosis,dnf,wild-type (channel 1) mutant (channel 2),DRonA classified non-viable
